
# Curve 0 of 1, 15000 points
# Curve title: "|Osc. Str.|"
# x y type
 686.501  5.53643e-09  i
 686.534  6.72698e-06  i
 688.316  0.000126539  i
 688.365  0.277893  i
 688.411  0.000181631  i
 688.445  0.000205224  i
 688.484  0.44404  i
 688.529  0.532901  i
 688.685  6.82968e-05  i
 688.719  0.223457  i
 688.988  6.48415e-05  i
 689.017  0.206444  i
 689.101  2.27439e-05  i
 689.111  0.0651513  i
 689.21  4.05272e-05  i
 689.229  0.13472  i
 689.312  3.19143e-05  i
 689.326  0.0956264  i
 689.353  8.70144e-06  i
 689.358  0.0375603  i
 689.451  1.32545e-05  i
 689.457  0.0434549  i
 689.531  2.4738e-05  i
 689.542  0.0704706  i
 689.634  1.10233e-05  i
 689.639  0.0361125  i
 689.696  2.19299e-05  i
 689.706  0.0680081  i
 689.839  4.78895e-06  i
 689.841  0.013076  i
 689.855  1.19979e-05  i
 689.859  0.0300621  i
 689.893  1.19942e-05  i
 689.898  0.0347159  i
 689.911  1.99574e-05  i
 689.921  0.0741677  i
 689.967  1.34259e-05  i
 689.973  0.0358495  i
 689.987  1.21688e-05  i
 689.993  0.0407227  i
 690.037  1.70755e-05  i
 690.044  0.0443014  i
 690.089  2.16256e-05  i
 690.1  0.0846825  i
 690.168  8.86668e-06  i
 690.172  0.0323007  i
 690.278  1.37529e-05  i
 690.284  0.0387248  i
 690.306  2.7386e-06  i
 690.308  0.00825293  i
 690.343  4.85748e-06  i
 690.345  0.0129959  i
 690.389  6.27347e-07  i
 690.389  0.00194487  i
 690.402  1.61749e-05  i
 690.41  0.0525913  i
 690.477  1.57189e-05  i
 690.483  0.0432864  i
 690.488  4.77251e-07  i
 690.488  0.00136801  i
 690.502  5.41355e-06  i
 690.505  0.0222863  i
 690.539  1.1099e-05  i
 690.544  0.0316584  i
 690.559  2.11519e-06  i
 690.56  0.00629869  i
 690.574  6.05796e-06  i
 690.577  0.0220413  i
 690.603  1.02095e-05  i
 690.608  0.0301976  i
 690.656  9.4704e-06  i
 690.659  7.24234e-06  i
 690.66  0.0208323  i
 690.663  0.0324763  i
 690.704  4.9639e-06  i
 690.706  0.0195098  i
 690.729  9.61222e-06  i
 690.734  0.0346979  i
 690.789  2.21352e-06  i
 690.79  0.00816096  i
 690.827  6.36114e-06  i
 690.83  0.0210439  i
 690.897  7.10787e-06  i
 690.9  0.0204876  i
 690.918  1.0115e-06  i
 690.919  0.00318189  i
 690.942  1.20948e-06  i
 690.942  0.00388421  i
 690.971  1.77013e-06  i
 690.971  0.0053147  i
 691.018  5.23269e-06  i
 691.02  0.015847  i
 691.046  3.34702e-06  i
 691.047  0.0101843  i
 691.062  3.02899e-06  i
 691.063  0.00929914  i
 691.098  1.36522e-06  i
 691.099  0.00451476  i
 691.125  9.18049e-08  i
 691.126  0.000230554  i
 691.15  9.34553e-07  i
 691.151  0.00200819  i
 691.179  1.62437e-05  i
 691.186  0.0480211  i
 691.243  1.23375e-06  i
 691.243  0.00426639  i
 691.283  5.82548e-06  i
 691.286  0.0171845  i
 691.299  7.8583e-06  i
 691.302  0.0183457  i
 691.309  3.52988e-06  i
 691.311  0.0136032  i
 691.373  4.84456e-06  i
 691.375  0.0142169  i
 691.387  9.02706e-06  i
 691.391  0.0274564  i
 691.452  2.03976e-06  i
 691.452  0.00616927  i
 691.487  3.51801e-06  i
 691.488  0.00737684  i
 691.537  1.03863e-05  i
 691.54  0.0156514  i
 691.548  1.77937e-05  i
 691.555  0.0407673  i
 691.572  2.66019e-05  i
 691.586  0.117594  i
 691.642  3e-06  i
 691.643  0.00960828  i
 691.675  4.37785e-06  i
 691.677  0.0134674  i
 691.738  6.35975e-07  i
 691.739  0.00201529  i
 691.791  2.56181e-06  i
 691.793  0.00869134  i
 691.803  3.15268e-06  i
 691.804  0.00881242  i
 691.838  2.58876e-07  i
 691.838  0.000699556  i
 691.898  1.24569e-05  i
 691.903  0.0356383  i
 691.957  8.30424e-06  i
 691.961  0.0219779  i
 692.031  9.75846e-06  i
 692.035  0.0290658  i
 692.063  1.48567e-06  i
 692.064  0.00435624  i
 692.102  2.21491e-06  i
 692.103  0.00606643  i
 692.137  6.99411e-07  i
 692.137  0.00203775  i
 692.184  2.10534e-06  i
 692.185  0.00568726  i
 692.219  1.74469e-05  i
 692.226  0.0456638  i
 692.233  6.5969e-06  i
 692.236  0.0233564  i
 692.292  2.35392e-06  i
 692.293  0.00563369  i
 692.307  1.4539e-05  i
 692.313  0.0387911  i
 692.352  9.2799e-06  i
 692.356  0.0351032  i
 692.43  5.03274e-07  i
